================================================
Job ID: 15833119
Node: gpua076
GPU: 0
Start Time: Thu Feb 12 01:07:15 CST 2026
Dataset: Beauty
================================================
start to construct
get into cluster training process
start to cluster
Train iteration done, pcode:0, data size: 16384, elapsed time: 9.05007290840149
start to process mini-batch parallel.....................................
Minbatch, batch size: 128, elapsed: 0.0002646446228027344
Minbatch, batch size: 128, elapsed: 0.00025200843811035156
Minbatch, batch size: 128, elapsed: 0.000270843505859375
Minbatch, batch size: 128, elapsed: 0.0002522468566894531
Minbatch, batch size: 128, elapsed: 0.0002510547637939453
Minbatch, batch size: 128, elapsed: 0.00025534629821777344
Minbatch, batch size: 128, elapsed: 0.0002751350402832031
Minbatch, batch size: 128, elapsed: 0.0002465248107910156
Minbatch, batch size: 128, elapsed: 0.00024890899658203125
Minbatch, batch size: 128, elapsed: 0.00023603439331054688
Minbatch, batch size: 128, elapsed: 0.00023674964904785156
Minbatch, batch size: 128, elapsed: 0.0002522468566894531
Minbatch, batch size: 128, elapsed: 0.0002498626708984375
Minbatch, batch size: 128, elapsed: 0.000240325927734375
Minbatch, batch size: 128, elapsed: 0.0002703666687011719
Minbatch, batch size: 128, elapsed: 0.00024890899658203125
Minbatch, batch size: 128, elapsed: 0.0002467632293701172
Minbatch, batch size: 128, elapsed: 0.00025963783264160156
Minbatch, batch size: 128, elapsed: 0.0002918243408203125
Minbatch, batch size: 128, elapsed: 0.00025916099548339844
Minbatch, batch size: 128, elapsed: 0.000247955322265625
Minbatch, batch size: 128, elapsed: 0.0002529621124267578
Minbatch, batch size: 128, elapsed: 0.0002434253692626953
Minbatch, batch size: 128, elapsed: 0.000240325927734375
Minbatch, batch size: 128, elapsed: 0.0003745555877685547
Minbatch, batch size: 128, elapsed: 0.0002512931823730469
Minbatch, batch size: 128, elapsed: 0.0002586841583251953
Minbatch, batch size: 128, elapsed: 0.0002474784851074219
Minbatch, batch size: 128, elapsed: 0.0002541542053222656
Minbatch, batch size: 128, elapsed: 0.00025200843811035156
Minbatch, batch size: 128, elapsed: 0.0002510547637939453
Minbatch, batch size: 128, elapsed: 0.00024890899658203125
Minbatch, batch size: 128, elapsed: 0.0002598762512207031
Minbatch, batch size: 128, elapsed: 0.00024580955505371094
Minbatch, batch size: 128, elapsed: 0.0002455711364746094
Minbatch, batch size: 128, elapsed: 0.0002484321594238281
Minbatch, batch size: 128, elapsed: 0.00024247169494628906
Minbatch, batch size: 128, elapsed: 0.0002307891845703125
Minbatch, batch size: 128, elapsed: 0.00024437904357910156
Minbatch, batch size: 128, elapsed: 0.00022268295288085938
