================================================
Job ID: 15833179
Start Time: Thu Feb 12 01:21:13 CST 2026
Datasets: Sports_and_Outdoors Toys_and_Games Yelp
================================================
------------------------------------------------
Running: Sports_and_Outdoors at Thu Feb 12 01:21:13 CST 2026
------------------------------------------------
start to construct
get into cluster training process
start to cluster
Train iteration done, pcode:0, data size: 2097152, elapsed time: 939.0211684703827
Train iteration done, pcode:1, data size: 16384, elapsed time: 8.755649089813232
Train iteration done, pcode:2, data size: 16384, elapsed time: 8.728040933609009
Train iteration done, pcode:3, data size: 16384, elapsed time: 8.76918363571167
Train iteration done, pcode:4, data size: 16384, elapsed time: 9.082521915435791
Train iteration done, pcode:5, data size: 16384, elapsed time: 8.766814470291138
Train iteration done, pcode:6, data size: 16384, elapsed time: 8.761528968811035
Train iteration done, pcode:7, data size: 16384, elapsed time: 8.759734153747559
Train iteration done, pcode:8, data size: 16384, elapsed time: 8.759784460067749
Train iteration done, pcode:9, data size: 16384, elapsed time: 9.107883214950562
Train iteration done, pcode:10, data size: 16384, elapsed time: 8.73496127128601
Train iteration done, pcode:11, data size: 16384, elapsed time: 8.745845556259155
Train iteration done, pcode:12, data size: 16384, elapsed time: 8.746000528335571
Train iteration done, pcode:13, data size: 16384, elapsed time: 8.764971017837524
Train iteration done, pcode:14, data size: 16384, elapsed time: 8.771608114242554
Train iteration done, pcode:15, data size: 16384, elapsed time: 9.108332395553589
Train iteration done, pcode:16, data size: 16384, elapsed time: 8.751667261123657
Train iteration done, pcode:17, data size: 16384, elapsed time: 8.820404767990112
Train iteration done, pcode:18, data size: 16384, elapsed time: 8.76783800125122
Train iteration done, pcode:19, data size: 16384, elapsed time: 8.745155811309814
Train iteration done, pcode:20, data size: 16384, elapsed time: 8.766409873962402
Train iteration done, pcode:21, data size: 16384, elapsed time: 9.155038118362427
Train iteration done, pcode:22, data size: 16384, elapsed time: 8.739851474761963
Train iteration done, pcode:23, data size: 16384, elapsed time: 8.7750403881073
Train iteration done, pcode:24, data size: 16384, elapsed time: 8.750508069992065
Train iteration done, pcode:25, data size: 16384, elapsed time: 8.764027833938599
Train iteration done, pcode:26, data size: 16384, elapsed time: 8.748109340667725
Train iteration done, pcode:27, data size: 16384, elapsed time: 9.105412244796753
Train iteration done, pcode:28, data size: 16384, elapsed time: 8.749612808227539
Train iteration done, pcode:29, data size: 16384, elapsed time: 8.759305715560913
Train iteration done, pcode:30, data size: 16384, elapsed time: 8.744724750518799
Train iteration done, pcode:31, data size: 16384, elapsed time: 8.757587194442749
Train iteration done, pcode:32, data size: 16384, elapsed time: 9.123485326766968
Train iteration done, pcode:33, data size: 16384, elapsed time: 8.755706787109375
Train iteration done, pcode:34, data size: 16384, elapsed time: 8.800111055374146
Train iteration done, pcode:35, data size: 16384, elapsed time: 8.779392957687378
Train iteration done, pcode:36, data size: 16384, elapsed time: 8.798053979873657
Train iteration done, pcode:37, data size: 16384, elapsed time: 8.79077935218811
